Loading Datastore...
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6080/ (Press CTRL+C to quit)
127.0.0.1 - - [15/Nov/2021 18:49:41] "GET /users/all/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjF9.CmKKU1QOTFILRQgttNcTxyQvTSoSk9IPikE6zuqHpcs HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.ZuPX6mvuAoch7cV4NH0CPyWE_X0_RWIvkb13ffzMQVo&channel_id=1&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "GET /dm/messages/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.ZuPX6mvuAoch7cV4NH0CPyWE_X0_RWIvkb13ffzMQVo&dm_id=1&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.ZuPX6mvuAoch7cV4NH0CPyWE_X0_RWIvkb13ffzMQVo&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "DELETE /admin/user/remove/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "DELETE /admin/user/remove/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:49:41] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "DELETE /admin/user/remove/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "DELETE /admin/user/remove/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /admin/userpermission/change/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjF9.CmKKU1QOTFILRQgttNcTxyQvTSoSk9IPikE6zuqHpcs&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /admin/userpermission/change/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /admin/userpermission/change/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /channel/join/v2 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /admin/userpermission/change/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /admin/userpermission/change/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /admin/userpermission/change/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /admin/userpermission/change/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /admin/userpermission/change/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:42] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:43] "POST /auth/logout/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 18:49:43] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:43] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:43] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:43] "POST /auth/logout/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 18:49:43] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:43] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:43] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:43] "POST /channels/create/v2 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 18:49:43] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:43] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:46] "POST /auth/passwordreset/request/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:49] "POST /channels/create/v2 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 18:49:49] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:49] "POST /auth/passwordreset/request/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:49] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:49] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:52] "POST /auth/passwordreset/request/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:55] "POST /auth/passwordreset/reset/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:55] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:55] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:55] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:55] "POST /auth/passwordreset/reset/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:49:55] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:55] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:49:58] "POST /auth/passwordreset/request/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:01] "POST /auth/passwordreset/reset/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:50:01] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:01] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:01] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:01] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:01] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:01] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:01] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:01] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:01] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:01] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:01] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.ZuPX6mvuAoch7cV4NH0CPyWE_X0_RWIvkb13ffzMQVo&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:01] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:01] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjF9.CmKKU1QOTFILRQgttNcTxyQvTSoSk9IPikE6zuqHpcs&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /auth/login/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /auth/login/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /channel/addowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.ZuPX6mvuAoch7cV4NH0CPyWE_X0_RWIvkb13ffzMQVo&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /channel/addowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "POST /channel/addowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:50:02] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /channel/addowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /channel/addowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /channel/addowner/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /channel/addowner/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjJ9.RraWxXi2z4IWNp6nmFnvdkyxnQvTPJhIsyscEGQ0Wro&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjJ9.RraWxXi2z4IWNp6nmFnvdkyxnQvTPJhIsyscEGQ0Wro&channel_id=2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjJ9.roVXIswIxB6-AwDyi0b4KXKkk1KZF-QXZ_rncnEq1aQ&channel_id=1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "GET /channel/details/v2?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJuYW1lIjoiS2V2aW4ifQ.kEg0Lcmdnk9a5WrUhfSi3F7hRsEHk5-7u7bZ9s49paA&channel_id=1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /auth/register/v2 HTTP/1.1" 200 -
